id,user_edited,font,image,caption,parameters_chapter_title,parameters_chapter_summary,parameters_tone,created_at,user_id,parameters_switchboard_template_name,parameters_theme,parameters_prompt_template_name,parameters_photo_search_term,user_created_at,approved,has_logo,prompt_text
e00f73fe-2cf3-4042-a637-4ceb788287de,False,,https://marky-image-posts.s3.amazonaws.com/47985c37-8936-486c-8bb2-f7f02bbbfacd.png,job seekers employers positive recruitment experience matters candidates accept offers due decline jobs due poor experiences first impressions count let us make every recruitment experience great jobseekers employers recruitment,chapter speed matters,remember like yesterday landed giant recruitment contract know recruitment company contract also contracted one biggest competitors big company people resources using beat placements fight business life like determined push needed make placements would lose contract big company would win decided would use shotgun approach upped advertising budget text message campaign candidates list candidates kind worked kind didnt work mean number candidates responded job posting text message campaign increased number people hired increased recruiters others strange thing noticed results would recruiters skill set get two wildly different results would think results would similar frustratingi suspected something could solve puzzle could easily double profits number resources ad spend effort using started searching study report bit creditable information would cause difference performance two equally skilled recruiters read article article clicking link link articles seemed like weeks finally ended finding study harvard business review found study sales companies response rates research shows companies responding nearly fast enough research indicates many firms slow follow leads audited us companies took hoursand companies never responded average response time hours results especially shocking given quickly online leads go cold firms tried contact potential customers within hour receiving query nearly seven times likely qualify leadas tried contact customer even hour laterand times likely companies waited hours longer source harvard business review first time read report thought valuable information put report file read continued search could find anything useful weeks passed picked harvard business review report read finished reading report came different conclusion ever experienced get different message report book different read time reading report realized variable success sales skill salesperson variable success speed salesperson responded lead salesperson talking prospect sales skill come play wondered happening recruitment team would explain discrepancy two recruiters similar skills market conditions candidates rule hiring process knows first needed know fast respond new candidates pull reporting phone system reporting hireup funnel software cross reference call report get full picture broke recruiter extension transfer uncovered recruiter handled new candidates differently rhyme reason recruiters responded new canidates received advertising studied data pattern started emerge crossreferenced placements report suspicions confirmed recruiters responded new canidates day applied filled lot jobs recruiters responded following day following two days direct correlation fast call text resume responded recruiter total number people hired recruiter harvard business review report proved ring true recruiting candidates internet means lost lot candidates cost lot money wasted lot recruiters time following trying get canidates phone qualify delayed responding new canidates one day team thing section ghosting canidates reminded project client kinds issues hiring survey candidates hire results eyeopening candidates said recruiter ghosted almost half ghosted candidates said happened two times damaged employers brand negative effect future candidates applying critical candidate ghosting happen adequate appropriate feedback given job seekers matter stage hiring process reshaping recruitment retention human interaction ai online experience human element must integrate human interaction technology ai achieve greatest results hybrid ai worked team determine best way respond new candidates advertising weeks trial error tested different timelines hundreds new candidates advertising ai crunched data showed returned candidates first call text application resume within minutes six times likely get candidates phone team agreed minutes reasonable time respond became new business rule section check balance experience realized needed check balance system ensure recruiters treating every candidate system informs management team business processes followed schedule giving time execute backup plan ensure miss hiring deadline carry use check balance rules workflow could possible without automation decision logic check balance rules hire funnels eyeopening experience put check balance workflow way measure recruitment team followed canidates like know long took recruiters respond new candidates advertising getting ghosted like flying blind check balance rules know businesss best practices recruitment rules followed ensuring recruiter efficacy good candidate experience like flying instruments know course correct get back track check balance rules work recruiter adhere followup rules call candidate back within min receiving new candidate check balance workflow would send reminder recruiter call candidate task email ensure prompt callback make sure new candidate ghosted suppose happens two times row candidate called within time limit business rules case workflow sends notification assigned recruitment manager figure new candidate spent lot money get contacted within business rules highest advertisingtointerview conversion ratio ensuring candidates get great experience productive hire qualified candidates already talking hire funnels workflow ensures ball get dropped automating followup task communication check balance rules making certain best practices business rules followed every candidate hire qualified canidates already talking never worry team following best practices rules check balance rules keep informed giving team information tools improve results team average minute response time new candidates advertising recruiters increased number hires much would believe shared check balance rules carry various tasks use several versions throughout hire funnels section follow programmed check balance rules wanted beat big company placements badly dug little deeper data started see new pattern shared team confirmed candidate calls text submit resume call went voicemail text returned started domino effect complications timeconsuming neverending game phone tag get candidate back phone respond text could activate start recruitment process qualification returned hire funnels software pulled reporting followup attempts successful calls got candidate phone prescreening call qualify move next stage recruitment cycle success path results like new candidate advertising results every recruiter handled new canidates differently rhyme reason many followup calls recruiter made everyone team different number followup calls shared results team highperforming recruiters made followup calls lowperformer ones report told us team gave two followup attempts disappointing shared results team see best way fix recruiters responded least number followup calls shared valuable information us main reason making many followup calls felt like pestering candidates felt like pushy understand big question many times candidates called best contact qualification hiring ratios team knows number calls make bothering candidates tested candidates see correct number followups get candidate responded job advertisement phone answer recruiters first return call tested calling texting sending emails pixel targeting surprising learn must much followup one would think job want overdo burn candidates destroy reputation market sweet spot persistent stalker stats told us needed follow seven eight times get candidate activated phone without upsetting prescreen call qualify digging even deeper data also discovered get candidate phone first seven days applying us went cold nonresponsive tests ran told us got people phone prescreen qualify used combination phone calls text messages emails fluke lead recruiter suggested try using ai chatbot followup messages give canidates option use ai chatbot book time talk recruiter boy section followup rules added followup rules check balance workflow data recruiter calls new candidate back call unanswered control requiring eight followups every new candidate activated recruiter calls candidate every day eight days recruiter call set workflow send omnichannel communication way reach candidate eight times six days four calls recruiter four automated omni channel communication including ai chatbots schedule call recruiter increasing efficiency recruitment team getting people phone qualification stage recruitment cycle recruiter adhere followup rules workflow would automatically send reminder recruiter call candidate task calendar email recruiter adhere followup rules another reminder task sent happens twice row candidate called within time frame business rules workflow sends notification assigned recruitment manager figure new candidate spent lot money get contacted within business rules time frame ensure candidates great recruitment experience productive hire qualified candidates already talking recruitment funnel workflow ensures ball get dropped automating followup task communication check balance rules making certain best practices business rules followed every candidate section conclusion important good candidates experience according career plug candidates said positive candidate experience influenced decision say yes offer job seekers said poor candidate experience led decline job adjusted funnel check balance rules min return call programed eight follow ups every new candidate relaunched optimization team started hire people started beat big company placements resources spending made changes check balance rules allout war top spot one week would take top spot next week would take top spot went several weeks competition fierce technology strategy versus strength would win dedicated team right tools able track measure optimize recruitment funnels become number one held top spot end recruitment contract technology strategy wins strength every time success achieved adjusting technology accommodate human behavior opened whole new world else gain market advantage studied biggest technology companies figure grew fast became market leaders remember something much bigger play data data increases metrics become trackable easy get sucked analytics process forget person side metrics person problem person needs solve problem,informational,2023-09-22T23:23:19.329671,64a8501ade21f8070ab35606,blue-template-61,blue,did-you-know-2,positive candidate experience,2023-08-12T15:58:09.271370,True,False,user edit post caption job seekers employers positive recruitment experience matters candidates accept offers due decline jobs due poor experiences first impressions count let us make every recruitment experience great jobseekers employers recruitment chapter title chapter speed matters summary remember like yesterday landed giant recruitment contract know recruitment company contract also contracted one biggest competitors big company people resources using beat placements fight business life like determined push needed make placements would lose contract big company would win decided would use shotgun approach upped advertising budget text message campaign candidates list candidates kind worked kind didnt work mean number candidates responded job posting text message campaign increased number people hired increased recruiters others strange thing noticed results would recruiters skill set get two wildly different results would think results would similar frustratingi suspected something could solve puzzle could easily double profits number resources ad spend effort using started searching study report bit creditable information would cause difference performance two equally skilled recruiters read article article clicking link link articles seemed like weeks finally ended finding study harvard business review found study sales companies response rates research shows companies responding nearly fast enough research indicates many firms slow follow leads audited us companies took hoursand companies never responded average response time hours results especially shocking given quickly online leads go cold firms tried contact potential customers within hour receiving query nearly seven times likely qualify leadas tried contact customer even hour laterand times likely companies waited hours longer source harvard business review first time read report thought valuable information put report file read continued search could find anything useful weeks passed picked harvard business review report read finished reading report came different conclusion ever experienced get different message report book different read time reading report realized variable success sales skill salesperson variable success speed salesperson responded lead salesperson talking prospect sales skill come play wondered happening recruitment team would explain discrepancy two recruiters similar skills market conditions candidates rule hiring process knows first needed know fast respond new candidates pull reporting phone system reporting hireup funnel software cross reference call report get full picture broke recruiter extension transfer uncovered recruiter handled new candidates differently rhyme reason recruiters responded new canidates received advertising studied data pattern started emerge crossreferenced placements report suspicions confirmed recruiters responded new canidates day applied filled lot jobs recruiters responded following day following two days direct correlation fast call text resume responded recruiter total number people hired recruiter harvard business review report proved ring true recruiting candidates internet means lost lot candidates cost lot money wasted lot recruiters time following trying get canidates phone qualify delayed responding new canidates one day team thing section ghosting canidates reminded project client kinds issues hiring survey candidates hire results eyeopening candidates said recruiter ghosted almost half ghosted candidates said happened two times damaged employers brand negative effect future candidates applying critical candidate ghosting happen adequate appropriate feedback given job seekers matter stage hiring process reshaping recruitment retention human interaction ai online experience human element must integrate human interaction technology ai achieve greatest results hybrid ai worked team determine best way respond new candidates advertising weeks trial error tested different timelines hundreds new candidates advertising ai crunched data showed returned candidates first call text application resume within minutes six times likely get candidates phone team agreed minutes reasonable time respond became new business rule section check balance experience realized needed check balance system ensure recruiters treating every candidate system informs management team business processes followed schedule giving time execute backup plan ensure miss hiring deadline carry use check balance rules workflow could possible without automation decision logic check balance rules hire funnels eyeopening experience put check balance workflow way measure recruitment team followed canidates like know long took recruiters respond new candidates advertising getting ghosted like flying blind check balance rules know businesss best practices recruitment rules followed ensuring recruiter efficacy good candidate experience like flying instruments know course correct get back track check balance rules work recruiter adhere followup rules call candidate back within min receiving new candidate check balance workflow would send reminder recruiter call candidate task email ensure prompt callback make sure new candidate ghosted suppose happens two times row candidate called within time limit business rules case workflow sends notification assigned recruitment manager figure new candidate spent lot money get contacted within business rules highest advertisingtointerview conversion ratio ensuring candidates get great experience productive hire qualified candidates already talking hire funnels workflow ensures ball get dropped automating followup task communication check balance rules making certain best practices business rules followed every candidate hire qualified canidates already talking never worry team following best practices rules check balance rules keep informed giving team information tools improve results team average minute response time new candidates advertising recruiters increased number hires much would believe shared check balance rules carry various tasks use several versions throughout hire funnels section follow programmed check balance rules wanted beat big company placements badly dug little deeper data started see new pattern shared team confirmed candidate calls text submit resume call went voicemail text returned started domino effect complications timeconsuming neverending game phone tag get candidate back phone respond text could activate start recruitment process qualification returned hire funnels software pulled reporting followup attempts successful calls got candidate phone prescreening call qualify move next stage recruitment cycle success path results like new candidate advertising results every recruiter handled new canidates differently rhyme reason many followup calls recruiter made everyone team different number followup calls shared results team highperforming recruiters made followup calls lowperformer ones report told us team gave two followup attempts disappointing shared results team see best way fix recruiters responded least number followup calls shared valuable information us main reason making many followup calls felt like pestering candidates felt like pushy understand big question many times candidates called best contact qualification hiring ratios team knows number calls make bothering candidates tested candidates see correct number followups get candidate responded job advertisement phone answer recruiters first return call tested calling texting sending emails pixel targeting surprising learn must much followup one would think job want overdo burn candidates destroy reputation market sweet spot persistent stalker stats told us needed follow seven eight times get candidate activated phone without upsetting prescreen call qualify digging even deeper data also discovered get candidate phone first seven days applying us went cold nonresponsive tests ran told us got people phone prescreen qualify used combination phone calls text messages emails fluke lead recruiter suggested try using ai chatbot followup messages give canidates option use ai chatbot book time talk recruiter boy section followup rules added followup rules check balance workflow data recruiter calls new candidate back call unanswered control requiring eight followups every new candidate activated recruiter calls candidate every day eight days recruiter call set workflow send omnichannel communication way reach candidate eight times six days four calls recruiter four automated omni channel communication including ai chatbots schedule call recruiter increasing efficiency recruitment team getting people phone qualification stage recruitment cycle recruiter adhere followup rules workflow would automatically send reminder recruiter call candidate task calendar email recruiter adhere followup rules another reminder task sent happens twice row candidate called within time frame business rules workflow sends notification assigned recruitment manager figure new candidate spent lot money get contacted within business rules time frame ensure candidates great recruitment experience productive hire qualified candidates already talking recruitment funnel workflow ensures ball get dropped automating followup task communication check balance rules making certain best practices business rules followed every candidate section conclusion important good candidates experience according career plug candidates said positive candidate experience influenced decision say yes offer job seekers said poor candidate experience led decline job adjusted funnel check balance rules min return call programed eight follow ups every new candidate relaunched optimization team started hire people started beat big company placements resources spending made changes check balance rules allout war top spot one week would take top spot next week would take top spot went several weeks competition fierce technology strategy versus strength would win dedicated team right tools able track measure optimize recruitment funnels become number one held top spot end recruitment contract technology strategy wins strength every time success achieved adjusting technology accommodate human behavior opened whole new world else gain market advantage studied biggest technology companies figure grew fast became market leaders remember something much bigger play data data increases metrics become trackable easy get sucked analytics process forget person side metrics person problem person needs solve problem search term used positive candidate experience tone informational theme blue logo
33fcb06d-378b-4953-96a6-93fb685e107f,False,,https://marky-image-posts.s3.amazonaws.com/9463a3fe-561d-4e74-b92f-ac1702b72aec.png,escape grind earn sleep embrace passive income find financial freedom make dreams reality watch bank account grow enjoy life fully inspiration financialfreedom dreambig,automating income,explore concept passive income create automated systems generate money sleep learn strategies tools build sustainable income stream,inspirational,2023-09-14T23:26:41.603172,649226bcdd601e7d0df9a3b9,surprised-man-meme,meme,surprised-man-meme-prompt,nan,2023-08-12T15:58:09.271370,False,True,user edit post caption escape grind earn sleep embrace passive income find financial freedom make dreams reality watch bank account grow enjoy life fully inspiration financialfreedom dreambig chapter title automating income summary explore concept passive income create automated systems generate money sleep learn strategies tools build sustainable income stream search term used nan tone inspirational theme meme logo
bd4090eb-f379-4c9f-bf51-2ce40d634d6b,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/b12224ff-4553-4898-8a41-5e3b40e2cb40.png,life balance skip workout needed perfection progress rest recharge even superheroes need break body thank bodytransformers selfcare balance,effective exercise strategies,discover effective exercises burning body fat building lean muscle learn create balanced workout routine maximize results,inspirational,2023-09-06T18:42:56.812924,7fa57ad6-5a71-4b4c-9976-7af2420cf4d8,uno-card-meme,meme,uno-card-meme-prompt,nan,2023-09-06T18:34:11.542585,False,True,user edit post caption life balance skip workout needed perfection progress rest recharge even superheroes need break body thank bodytransformers selfcare balance chapter title effective exercise strategies summary discover effective exercises burning body fat building lean muscle learn create balanced workout routine maximize results search term used nan tone inspirational theme meme logo
3f8dd7a0-1291-455c-9872-d42a09602844,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/e2964431-12a2-4dd0-ad99-1d1b64d923f5.png,unleash ais potential social media marketing predicts customer behavior go beyond automation revolutionize strategy expand social media presence limitless ai possibilities ai socialmediamarketing digitaltransformation,ai social media marketing,unlock potential ai social media marketing discover tools automate tasks analyze user behavior optimize ad targeting learn leverage ai maximize social media presence,informational,2023-09-07T17:56:00.732931,3189afb8-5c23-4e2d-9870-9057a41336d3,blue-template-59,blue,two-cta-two-content-belief,ai marketing tools,2023-09-04T16:19:46.710175,True,False,user edit post caption unleash ais potential social media marketing predicts customer behavior go beyond automation revolutionize strategy expand social media presence limitless ai possibilities ai socialmediamarketing digitaltransformation chapter title ai social media marketing summary unlock potential ai social media marketing discover tools automate tasks analyze user behavior optimize ad targeting learn leverage ai maximize social media presence search term used ai marketing tools tone informational theme blue logo
d0e5d9ef-2ac4-4ab3-a51b-2e720dd14749,False,,https://marky-image-posts.s3.amazonaws.com/d13f57b5-f021-404f-a96e-b5c0a2b5a177.png,boost online presence topnotch seo services miss potential customers neglecting seo website design let us optimize website better seo visibility watch rankings soar seo websiteoptimization onlinepresence,maximizing seo better visibility,uncover secrets search engine optimization seo learn optimize website improve visibility ranking search engine results pages,promotional,2023-10-10T18:40:15.183495,cb73f780-4c0e-404f-99d6-60f535a2b8df,winnie-the-pooh-meme,meme,winnie-the-pooh-meme-template,nan,2023-10-10T18:38:15.184401,True,True,user edit post caption boost online presence topnotch seo services miss potential customers neglecting seo website design let us optimize website better seo visibility watch rankings soar seo websiteoptimization onlinepresence chapter title maximizing seo better visibility summary uncover secrets search engine optimization seo learn optimize website improve visibility ranking search engine results pages search term used nan tone promotional theme meme logo
ff746356-a4b4-4057-acff-8affba2f0af1,False,,https://marky-image-posts.s3.amazonaws.com/1d8453ab-06da-4fac-99a1-daa69119d0fd.png,breaking free mediocrity society settles ordinary ive triumphed perseverance pursuit greatness join embracing life beyond average embraceexcellence breakfreefrommediocrity,battle mediocrity,enter world mediocrity enemy extraordinary norm join remarkable quest challenge status quo leave mediocrity behind,informational,2023-09-30T15:05:54.336527,2a62980d-2f4d-4bd2-ab12-d5a9b29d4cc0,bnw-template-5,black white,i-spent-time,world,2023-09-02T15:16:27.649636,True,False,user edit post caption breaking free mediocrity society settles ordinary ive triumphed perseverance pursuit greatness join embracing life beyond average embraceexcellence breakfreefrommediocrity chapter title battle mediocrity summary enter world mediocrity enemy extraordinary norm join remarkable quest challenge status quo leave mediocrity behind search term used world tone informational theme black white logo
6938c2fd-3656-4d51-af9e-d8d2f92b572c,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/27a0a1b0-b1c5-49a6-9d91-2b77bb181979.png,ready launch brand figure success say goodbye bestselling author fees hello one book millionaire ultimate guide writing way top branding success writingtips entrepreneur makemoneyonline chatgpt,new rich mindset,learn shift mindset traditional workweek new way thinking allows live life terms achieve financial freedom,nan,2023-08-10T02:21:06.627137,649226bcdd601e7d0df9a3b9,,nan,,nan,2023-08-12T15:58:09.271370,True,True,user edit post caption ready launch brand figure success say goodbye bestselling author fees hello one book millionaire ultimate guide writing way top branding success writingtips entrepreneur makemoneyonline chatgpt chapter title new rich mindset summary learn shift mindset traditional workweek new way thinking allows live life terms achieve financial freedom search term used nan tone nan theme nan logo
9afbc0f8-2872-480a-9314-7d7ddc1179ce,False,,https://marky-image-posts.s3.amazonaws.com/5d4479c9-37c5-4b1d-9c9e-af0fd9fb740f.png,unlock power marketing budget miss reaching full potential explore affordable techniques deliver impactful results uncover hidden strategies tailored small businesses creators marketingonabudget smallbusinesssuccess,maximizing marketing impact budget,explore costeffective marketing techniques strategies help small businesses independent creators achieve goals without breaking bank,inspirational,2023-09-16T16:50:47.912207,ea3aaa4d-6597-49d2-b801-175782750fd9,blue-template-57,blue,three-contents,frugal marketing ideas,2023-09-15T16:50:52.435680,True,True,user edit post caption unlock power marketing budget miss reaching full potential explore affordable techniques deliver impactful results uncover hidden strategies tailored small businesses creators marketingonabudget smallbusinesssuccess chapter title maximizing marketing impact budget summary explore costeffective marketing techniques strategies help small businesses independent creators achieve goals without breaking bank search term used frugal marketing ideas tone inspirational theme blue logo
60bfa38a-659c-47b5-9d3e-ea5ac87e6867,False,,https://marky-image-posts.s3.amazonaws.com/e2ba0f84-bbf9-45e0-add4-c00786dce1d2.png,dare break free confines box embrace power innovation challenge status quo let us step comfort zones create world extraordinary ideas flourish breakthenorm unleashyourpotential,becoming innovator innovation,unlock innovative potential learn think outside box challenge status quo create groundbreaking solutions field industry,inspirational,2023-09-29T14:44:23.167498,2dc8a213-5ef0-48d3-acac-970af28759db,new-template-15,meme,drake-meme,nan,2023-09-09T18:09:22.387043,True,False,user edit post caption dare break free confines box embrace power innovation challenge status quo let us step comfort zones create world extraordinary ideas flourish breakthenorm unleashyourpotential chapter title becoming innovator innovation summary unlock innovative potential learn think outside box challenge status quo create groundbreaking solutions field industry search term used nan tone inspirational theme meme logo
d8b9fe68-d972-457f-983d-5702e50ebb36,False,,https://marky-image-posts.s3.amazonaws.com/0a550b37-30da-4311-8d98-d3fcac70649f.png,discover healthier lymphatic massage boosts immunity reduces swelling experience massage works therapy center holistic wellbeing lymphaticmassage boostimmunity reduceswelling massageworks,lymphatic massage,learn benefits lymphatic massage detoxifying body boosting immune system reducing swelling,promotional,2023-09-28T20:50:20.903135,fbfa61c0-bb59-4eac-8dce-f1f73362225b,bnw-template-7,black white,did-you-know,lymphatic circulation,2023-09-23T16:53:51.906322,False,True,user edit post caption discover healthier lymphatic massage boosts immunity reduces swelling experience massage works therapy center holistic wellbeing lymphaticmassage boostimmunity reduceswelling massageworks chapter title lymphatic massage summary learn benefits lymphatic massage detoxifying body boosting immune system reducing swelling search term used lymphatic circulation tone promotional theme black white logo
